Time,W,Wh
2021/2/2 18:00,316.2,316.2
2021/2/2 19:00,460.7,460.7
2021/2/2 20:00,466.65,466.65
2021/2/2 21:00,432.65,432.65
2021/2/2 22:00,372.3,372.3
2021/2/2 23:00,270.3,270.3
2021/2/3 0:00,196.65,196.65
2021/2/3 1:00,168.15,168.15
2021/2/3 2:00,139.65,139.65
2021/2/3 3:00,149.15,149.15
2021/2/3 4:00,149.15,149.15
2021/2/3 5:00,158.65,158.65
2021/2/3 6:00,216.6,216.6
2021/2/3 7:00,313.5,313.5
2021/2/3 8:00,361.95,361.95
2021/2/3 9:00,371.45,371.45
2021/2/3 10:00,333.45,333.45
2021/2/3 11:00,295.45,295.45
2021/2/3 12:00,323.95,323.95
2021/2/3 13:00,323.95,323.95
2021/2/3 14:00,295.45,295.45
2021/2/3 15:00,294.5,294.5
2021/2/3 16:00,304,304
2021/2/3 17:00,314.45,314.45
2021/2/3 18:00,353.4,353.4
2021/2/3 19:00,514.9,514.9
2021/2/3 20:00,521.55,521.55
2021/2/3 21:00,483.55,483.55
2021/2/3 22:00,416.1,416.1
2021/2/3 23:00,302.1,302.1
2021/2/4 0:00,134.55,134.55
2021/2/4 1:00,115.05,115.05
2021/2/4 2:00,95.55,95.55
2021/2/4 3:00,102.05,102.05
2021/2/4 4:00,102.05,102.05
2021/2/4 5:00,108.55,108.55
2021/2/4 6:00,148.2,148.2
2021/2/4 7:00,214.5,214.5
2021/2/4 8:00,247.65,247.65
2021/2/4 9:00,254.15,254.15
2021/2/4 10:00,228.15,228.15
2021/2/4 11:00,202.15,202.15
2021/2/4 12:00,221.65,221.65
2021/2/4 13:00,221.65,221.65
2021/2/4 14:00,202.15,202.15
2021/2/4 15:00,201.5,201.5
2021/2/4 16:00,208,208
2021/2/4 17:00,215.15,215.15
2021/2/4 18:00,241.8,241.8
2021/2/4 19:00,352.3,352.3
2021/2/4 20:00,356.85,356.85
2021/2/4 21:00,330.85,330.85
2021/2/4 22:00,284.7,284.7
2021/2/4 23:00,206.7,206.7
2021/2/5 0:00,182.16,182.16
2021/2/5 1:00,155.76,155.76
2021/2/5 2:00,129.36,129.36
2021/2/5 3:00,138.16,138.16
2021/2/5 4:00,138.16,138.16
2021/2/5 5:00,146.96,146.96
2021/2/5 6:00,200.64,200.64
2021/2/5 7:00,290.4,290.4
2021/2/5 8:00,335.28,335.28
2021/2/5 9:00,344.08,344.08
2021/2/5 10:00,308.88,308.88
2021/2/5 11:00,273.68,273.68
2021/2/5 12:00,300.08,300.08
2021/2/5 13:00,300.08,300.08
2021/2/5 14:00,273.68,273.68
2021/2/5 15:00,272.8,272.8
2021/2/5 16:00,281.6,281.6
2021/2/5 17:00,291.28,291.28
2021/2/5 18:00,327.36,327.36
2021/2/5 19:00,476.96,476.96
2021/2/5 20:00,483.12,483.12
2021/2/5 21:00,447.92,447.92
2021/2/5 22:00,385.44,385.44
2021/2/5 23:00,279.84,279.84
2021/2/6 0:00,207,207
2021/2/6 1:00,177,177
2021/2/6 2:00,147,147
2021/2/6 3:00,157,157
2021/2/6 4:00,157,157
2021/2/6 5:00,167,167
2021/2/6 6:00,228,228
2021/2/6 7:00,330,330
2021/2/6 8:00,381,381
2021/2/6 9:00,391,391
2021/2/6 10:00,351,351
2021/2/6 11:00,311,311
2021/2/6 12:00,341,341
2021/2/6 13:00,341,341
2021/2/6 14:00,311,311
2021/2/6 15:00,310,310
2021/2/6 16:00,320,320
2021/2/6 17:00,331,331
2021/2/6 18:00,372,372
2021/2/6 19:00,542,542
2021/2/6 20:00,549,549
2021/2/6 21:00,509,509
2021/2/6 22:00,438,438
2021/2/6 23:00,318,318
2021/2/7 0:00,207,207
2021/2/7 1:00,177,177
2021/2/7 2:00,147,147
2021/2/7 3:00,157,157
2021/2/7 4:00,157,157
2021/2/7 5:00,167,167
2021/2/7 6:00,228,228
2021/2/7 7:00,330,330
2021/2/7 8:00,381,381
2021/2/7 9:00,391,391
2021/2/7 10:00,351,351
2021/2/7 11:00,311,311
2021/2/7 12:00,341,341
2021/2/7 13:00,341,341
2021/2/7 14:00,311,311
2021/2/7 15:00,310,310
2021/2/7 16:00,320,320
2021/2/7 17:00,331,331
2021/2/7 18:00,372,372
2021/2/7 19:00,542,542
2021/2/7 20:00,549,549
2021/2/7 21:00,509,509
2021/2/7 22:00,438,438
2021/2/7 23:00,318,318
2021/2/8 0:00,165.6,165.6
2021/2/8 1:00,141.6,141.6
2021/2/8 2:00,117.6,117.6
2021/2/8 3:00,125.6,125.6
2021/2/8 4:00,125.6,125.6
2021/2/8 5:00,133.6,133.6
2021/2/8 6:00,182.4,182.4
2021/2/8 7:00,264,264
2021/2/8 8:00,304.8,304.8
2021/2/8 9:00,312.8,312.8
2021/2/8 10:00,280.8,280.8
2021/2/8 11:00,248.8,248.8
2021/2/8 12:00,272.8,272.8
2021/2/8 13:00,272.8,272.8
2021/2/8 14:00,248.8,248.8
2021/2/8 15:00,248,248
2021/2/8 16:00,256,256
2021/2/8 17:00,264.8,264.8
2021/2/8 18:00,297.6,297.6
2021/2/8 19:00,433.6,433.6
2021/2/8 20:00,439.2,439.2
2021/2/8 21:00,407.2,407.2
2021/2/8 22:00,350.4,350.4
2021/2/8 23:00,254.4,254.4
2021/2/9 0:00,186.3,186.3
2021/2/9 1:00,159.3,159.3
2021/2/9 2:00,132.3,132.3
2021/2/9 3:00,141.3,141.3
2021/2/9 4:00,141.3,141.3
2021/2/9 5:00,150.3,150.3
2021/2/9 6:00,205.2,205.2
2021/2/9 7:00,297,297
2021/2/9 8:00,342.9,342.9
2021/2/9 9:00,351.9,351.9
2021/2/9 10:00,315.9,315.9
2021/2/9 11:00,279.9,279.9
2021/2/9 12:00,306.9,306.9
2021/2/9 13:00,306.9,306.9
2021/2/9 14:00,279.9,279.9
2021/2/9 15:00,279,279
2021/2/9 16:00,288,288
2021/2/9 17:00,297.9,297.9
2021/2/9 18:00,334.8,334.8
2021/2/9 19:00,487.8,487.8
2021/2/9 20:00,494.1,494.1
2021/2/9 21:00,458.1,458.1
2021/2/9 22:00,394.2,394.2
2021/2/9 23:00,286.2,286.2
2021/2/10 0:00,124.2,124.2
2021/2/10 1:00,106.2,106.2
2021/2/10 2:00,88.2,88.2
2021/2/10 3:00,94.2,94.2
2021/2/10 4:00,94.2,94.2
2021/2/10 5:00,100.2,100.2
2021/2/10 6:00,136.8,136.8
2021/2/10 7:00,198,198
2021/2/10 8:00,228.6,228.6
2021/2/10 9:00,234.6,234.6
2021/2/10 10:00,210.6,210.6
2021/2/10 11:00,186.6,186.6
2021/2/10 12:00,204.6,204.6
2021/2/10 13:00,204.6,204.6
2021/2/10 14:00,186.6,186.6
2021/2/10 15:00,186,186
2021/2/10 16:00,192,192
2021/2/10 17:00,198.6,198.6
2021/2/10 18:00,223.2,223.2
2021/2/10 19:00,325.2,325.2
2021/2/10 20:00,329.4,329.4
2021/2/10 21:00,305.4,305.4
2021/2/10 22:00,262.8,262.8
2021/2/10 23:00,190.8,190.8
2021/2/11 0:00,175.95,175.95
2021/2/11 1:00,150.45,150.45
2021/2/11 2:00,124.95,124.95
2021/2/11 3:00,133.45,133.45
2021/2/11 4:00,133.45,133.45
2021/2/11 5:00,141.95,141.95
2021/2/11 6:00,193.8,193.8
2021/2/11 7:00,280.5,280.5
2021/2/11 8:00,323.85,323.85
2021/2/11 9:00,332.35,332.35
2021/2/11 10:00,298.35,298.35
2021/2/11 11:00,264.35,264.35
2021/2/11 12:00,289.85,289.85
2021/2/11 13:00,289.85,289.85
2021/2/11 14:00,264.35,264.35
2021/2/11 15:00,263.5,263.5
2021/2/11 16:00,272,272
2021/2/11 17:00,281.35,281.35
2021/2/11 18:00,316.2,316.2
2021/2/11 19:00,460.7,460.7
2021/2/11 20:00,466.65,466.65
2021/2/11 21:00,432.65,432.65
2021/2/11 22:00,372.3,372.3
2021/2/11 23:00,270.3,270.3
2021/2/12 0:00,196.65,196.65
2021/2/12 1:00,168.15,168.15
2021/2/12 2:00,139.65,139.65
2021/2/12 3:00,149.15,149.15
2021/2/12 4:00,149.15,149.15
2021/2/12 5:00,158.65,158.65
2021/2/12 6:00,216.6,216.6
2021/2/12 7:00,313.5,313.5
2021/2/12 8:00,361.95,361.95
2021/2/12 9:00,371.45,371.45
2021/2/12 10:00,333.45,333.45
2021/2/12 11:00,295.45,295.45
2021/2/12 12:00,323.95,323.95
2021/2/12 13:00,323.95,323.95
2021/2/12 14:00,295.45,295.45
2021/2/12 15:00,294.5,294.5
2021/2/12 16:00,304,304
2021/2/12 17:00,314.45,314.45
2021/2/12 18:00,353.4,353.4
2021/2/12 19:00,514.9,514.9
2021/2/12 20:00,521.55,521.55
2021/2/12 21:00,483.55,483.55
2021/2/12 22:00,416.1,416.1
2021/2/12 23:00,302.1,302.1
2021/2/13 0:00,134.55,134.55
2021/2/13 1:00,115.05,115.05
2021/2/13 2:00,95.55,95.55
2021/2/13 3:00,102.05,102.05
2021/2/13 4:00,102.05,102.05
2021/2/13 5:00,108.55,108.55
2021/2/13 6:00,148.2,148.2
2021/2/13 7:00,214.5,214.5
2021/2/13 8:00,247.65,247.65
2021/2/13 9:00,254.15,254.15
2021/2/13 10:00,228.15,228.15
2021/2/13 11:00,202.15,202.15
2021/2/13 12:00,221.65,221.65
2021/2/13 13:00,221.65,221.65
2021/2/13 14:00,202.15,202.15
2021/2/13 15:00,201.5,201.5
2021/2/13 16:00,208,208
2021/2/13 17:00,215.15,215.15
2021/2/13 18:00,241.8,241.8
2021/2/13 19:00,352.3,352.3
2021/2/13 20:00,356.85,356.85
2021/2/13 21:00,330.85,330.85
2021/2/13 22:00,284.7,284.7
2021/2/13 23:00,206.7,206.7
2021/2/14 0:00,182.16,182.16
2021/2/14 1:00,155.76,155.76
2021/2/14 2:00,129.36,129.36
2021/2/14 3:00,138.16,138.16
2021/2/14 4:00,138.16,138.16
2021/2/14 5:00,146.96,146.96
2021/2/14 6:00,200.64,200.64
2021/2/14 7:00,290.4,290.4
2021/2/14 8:00,335.28,335.28
2021/2/14 9:00,344.08,344.08
2021/2/14 10:00,308.88,308.88
2021/2/14 11:00,273.68,273.68
2021/2/14 12:00,300.08,300.08
2021/2/14 13:00,300.08,300.08
2021/2/14 14:00,273.68,273.68
2021/2/14 15:00,272.8,272.8
2021/2/14 16:00,281.6,281.6
2021/2/14 17:00,291.28,291.28
2021/2/14 18:00,327.36,327.36
2021/2/14 19:00,476.96,476.96
2021/2/14 20:00,483.12,483.12
2021/2/14 21:00,447.92,447.92
2021/2/14 22:00,385.44,385.44
2021/2/14 23:00,279.84,279.84
2021/2/15 0:00,207,207
2021/2/15 1:00,177,177
2021/2/15 2:00,147,147
2021/2/15 3:00,157,157
2021/2/15 4:00,157,157
2021/2/15 5:00,167,167
2021/2/15 6:00,228,228
2021/2/15 7:00,330,330
2021/2/15 8:00,381,381
2021/2/15 9:00,391,391
2021/2/15 10:00,351,351
2021/2/15 11:00,311,311
2021/2/15 12:00,341,341
2021/2/15 13:00,341,341
2021/2/15 14:00,311,311
2021/2/15 15:00,310,310
2021/2/15 16:00,320,320
2021/2/15 17:00,331,331
2021/2/15 18:00,372,372
2021/2/15 19:00,542,542
2021/2/15 20:00,549,549
2021/2/15 21:00,509,509
2021/2/15 22:00,438,438
2021/2/15 23:00,318,318
2021/2/16 0:00,207,207
2021/2/16 1:00,177,177
2021/2/16 2:00,147,147
2021/2/16 3:00,157,157
2021/2/16 4:00,157,157
2021/2/16 5:00,167,167
2021/2/16 6:00,228,228
2021/2/16 7:00,330,330
2021/2/16 8:00,381,381
2021/2/16 9:00,391,391
2021/2/16 10:00,351,351
2021/2/16 11:00,311,311
2021/2/16 12:00,341,341
2021/2/16 13:00,341,341
2021/2/16 14:00,311,311
2021/2/16 15:00,310,310
2021/2/16 16:00,320,320
2021/2/16 17:00,331,331
2021/2/16 18:00,372,372
2021/2/16 19:00,542,542
2021/2/16 20:00,549,549
2021/2/16 21:00,509,509
2021/2/16 22:00,438,438
2021/2/16 23:00,318,318
2021/2/17 0:00,165.6,165.6
2021/2/17 1:00,141.6,141.6
2021/2/17 2:00,117.6,117.6
2021/2/17 3:00,125.6,125.6
2021/2/17 4:00,125.6,125.6
2021/2/17 5:00,133.6,133.6
2021/2/17 6:00,182.4,182.4
2021/2/17 7:00,264,264
2021/2/17 8:00,304.8,304.8
2021/2/17 9:00,312.8,312.8
2021/2/17 10:00,280.8,280.8
2021/2/17 11:00,248.8,248.8
2021/2/17 12:00,272.8,272.8
2021/2/17 13:00,272.8,272.8
2021/2/17 14:00,248.8,248.8
2021/2/17 15:00,248,248
2021/2/17 16:00,256,256
2021/2/17 17:00,264.8,264.8
2021/2/17 18:00,297.6,297.6
2021/2/17 19:00,433.6,433.6
2021/2/17 20:00,439.2,439.2
2021/2/17 21:00,407.2,407.2
2021/2/17 22:00,350.4,350.4
2021/2/17 23:00,254.4,254.4
2021/2/18 0:00,186.3,186.3
2021/2/18 1:00,159.3,159.3
2021/2/18 2:00,132.3,132.3
2021/2/18 3:00,141.3,141.3
2021/2/18 4:00,141.3,141.3
2021/2/18 5:00,150.3,150.3
2021/2/18 6:00,205.2,205.2
2021/2/18 7:00,297,297
2021/2/18 8:00,342.9,342.9
2021/2/18 9:00,351.9,351.9
2021/2/18 10:00,315.9,315.9
2021/2/18 11:00,279.9,279.9
2021/2/18 12:00,306.9,306.9
2021/2/18 13:00,306.9,306.9
2021/2/18 14:00,279.9,279.9
2021/2/18 15:00,279,279
2021/2/18 16:00,288,288
2021/2/18 17:00,297.9,297.9
2021/2/18 18:00,334.8,334.8
2021/2/18 19:00,487.8,487.8
2021/2/18 20:00,494.1,494.1
2021/2/18 21:00,458.1,458.1
2021/2/18 22:00,394.2,394.2
2021/2/18 23:00,286.2,286.2
2021/2/19 0:00,124.2,124.2
2021/2/19 1:00,106.2,106.2
2021/2/19 2:00,88.2,88.2
2021/2/19 3:00,94.2,94.2
2021/2/19 4:00,94.2,94.2
2021/2/19 5:00,100.2,100.2
2021/2/19 6:00,136.8,136.8
2021/2/19 7:00,198,198
2021/2/19 8:00,228.6,228.6
2021/2/19 9:00,234.6,234.6
2021/2/19 10:00,210.6,210.6
2021/2/19 11:00,186.6,186.6
2021/2/19 12:00,204.6,204.6
2021/2/19 13:00,204.6,204.6
2021/2/19 14:00,186.6,186.6
2021/2/19 15:00,186,186
2021/2/19 16:00,192,192
2021/2/19 17:00,198.6,198.6
2021/2/19 18:00,223.2,223.2
2021/2/19 19:00,325.2,325.2
2021/2/19 20:00,329.4,329.4
2021/2/19 21:00,305.4,305.4
2021/2/19 22:00,262.8,262.8
2021/2/19 23:00,190.8,190.8
2021/2/20 0:00,175.95,175.95
2021/2/20 1:00,150.45,150.45
2021/2/20 2:00,124.95,124.95
2021/2/20 3:00,133.45,133.45
2021/2/20 4:00,133.45,133.45
2021/2/20 5:00,141.95,141.95
2021/2/20 6:00,193.8,193.8
2021/2/20 7:00,280.5,280.5
2021/2/20 8:00,323.85,323.85
2021/2/20 9:00,332.35,332.35
2021/2/20 10:00,298.35,298.35
2021/2/20 11:00,264.35,264.35
2021/2/20 12:00,289.85,289.85
2021/2/20 13:00,289.85,289.85
2021/2/20 14:00,264.35,264.35
2021/2/20 15:00,263.5,263.5
2021/2/20 16:00,272,272
2021/2/20 17:00,281.35,281.35
2021/2/20 18:00,316.2,316.2
2021/2/20 19:00,460.7,460.7
2021/2/20 20:00,466.65,466.65
2021/2/20 21:00,432.65,432.65
2021/2/20 22:00,372.3,372.3
2021/2/20 23:00,270.3,270.3
2021/2/21 0:00,196.65,196.65
2021/2/21 1:00,168.15,168.15
2021/2/21 2:00,139.65,139.65
2021/2/21 3:00,149.15,149.15
2021/2/21 4:00,149.15,149.15
2021/2/21 5:00,158.65,158.65
2021/2/21 6:00,216.6,216.6
2021/2/21 7:00,313.5,313.5
2021/2/21 8:00,361.95,361.95
2021/2/21 9:00,371.45,371.45
2021/2/21 10:00,333.45,333.45
2021/2/21 11:00,295.45,295.45
2021/2/21 12:00,323.95,323.95
2021/2/21 13:00,323.95,323.95
2021/2/21 14:00,295.45,295.45
2021/2/21 15:00,294.5,294.5
2021/2/21 16:00,304,304
2021/2/21 17:00,314.45,314.45
2021/2/21 18:00,353.4,353.4
2021/2/21 19:00,514.9,514.9
2021/2/21 20:00,521.55,521.55
2021/2/21 21:00,483.55,483.55
2021/2/21 22:00,416.1,416.1
2021/2/21 23:00,302.1,302.1
2021/2/22 0:00,134.55,134.55
2021/2/22 1:00,115.05,115.05
2021/2/22 2:00,95.55,95.55
2021/2/22 3:00,102.05,102.05
2021/2/22 4:00,102.05,102.05
2021/2/22 5:00,108.55,108.55
2021/2/22 6:00,148.2,148.2
2021/2/22 7:00,214.5,214.5
2021/2/22 8:00,247.65,247.65
2021/2/22 9:00,254.15,254.15
2021/2/22 10:00,228.15,228.15
2021/2/22 11:00,202.15,202.15
2021/2/22 12:00,221.65,221.65
2021/2/22 13:00,221.65,221.65
2021/2/22 14:00,202.15,202.15
2021/2/22 15:00,201.5,201.5
2021/2/22 16:00,208,208
2021/2/22 17:00,215.15,215.15
2021/2/22 18:00,241.8,241.8
2021/2/22 19:00,352.3,352.3
2021/2/22 20:00,356.85,356.85
2021/2/22 21:00,330.85,330.85
2021/2/22 22:00,284.7,284.7
2021/2/22 23:00,206.7,206.7
2021/2/23 0:00,182.16,182.16
2021/2/23 1:00,155.76,155.76
2021/2/23 2:00,129.36,129.36
2021/2/23 3:00,138.16,138.16
2021/2/23 4:00,138.16,138.16
2021/2/23 5:00,146.96,146.96
2021/2/23 6:00,200.64,200.64
2021/2/23 7:00,290.4,290.4
2021/2/23 8:00,335.28,335.28
2021/2/23 9:00,344.08,344.08
2021/2/23 10:00,308.88,308.88
2021/2/23 11:00,273.68,273.68
2021/2/23 12:00,300.08,300.08
2021/2/23 13:00,300.08,300.08
2021/2/23 14:00,273.68,273.68
2021/2/23 15:00,272.8,272.8
2021/2/23 16:00,281.6,281.6
2021/2/23 17:00,291.28,291.28
2021/2/23 18:00,327.36,327.36
2021/2/23 19:00,476.96,476.96
2021/2/23 20:00,483.12,483.12
2021/2/23 21:00,447.92,447.92
2021/2/23 22:00,385.44,385.44
2021/2/23 23:00,279.84,279.84
2021/2/24 0:00,140.76,140.76
2021/2/24 1:00,120.36,120.36
2021/2/24 2:00,99.96,99.96
2021/2/24 3:00,106.76,106.76
2021/2/24 4:00,106.76,106.76
2021/2/24 5:00,113.56,113.56
2021/2/24 6:00,155.04,155.04
2021/2/24 7:00,224.4,224.4
2021/2/24 8:00,259.08,259.08
2021/2/24 9:00,265.88,265.88
2021/2/24 10:00,238.68,238.68
2021/2/24 11:00,211.48,211.48
2021/2/24 12:00,231.88,231.88
2021/2/24 13:00,231.88,231.88
2021/2/24 14:00,211.48,211.48
2021/2/24 15:00,210.8,210.8
2021/2/24 16:00,217.6,217.6
2021/2/24 17:00,225.08,225.08
2021/2/24 18:00,252.96,252.96
2021/2/24 19:00,368.56,368.56
2021/2/24 20:00,373.32,373.32
2021/2/24 21:00,346.12,346.12
2021/2/24 22:00,297.84,297.84
2021/2/24 23:00,216.24,216.24
2021/2/25 0:00,136.62,136.62
2021/2/25 1:00,116.82,116.82
2021/2/25 2:00,97.02,97.02
2021/2/25 3:00,103.62,103.62
2021/2/25 4:00,103.62,103.62
2021/2/25 5:00,110.22,110.22
2021/2/25 6:00,150.48,150.48
2021/2/25 7:00,217.8,217.8
2021/2/25 8:00,251.46,251.46
2021/2/25 9:00,258.06,258.06
2021/2/25 10:00,231.66,231.66
2021/2/25 11:00,205.26,205.26
2021/2/25 12:00,225.06,225.06
2021/2/25 13:00,225.06,225.06
2021/2/25 14:00,205.26,205.26
2021/2/25 15:00,204.6,204.6
2021/2/25 16:00,211.2,211.2
2021/2/25 17:00,218.46,218.46
2021/2/25 18:00,245.52,245.52
2021/2/25 19:00,357.72,357.72
2021/2/25 20:00,362.34,362.34
2021/2/25 21:00,335.94,335.94
2021/2/25 22:00,289.08,289.08
2021/2/25 23:00,209.88,209.88
2021/2/26 0:00,130.41,130.41
2021/2/26 1:00,111.51,111.51
2021/2/26 2:00,92.61,92.61
2021/2/26 3:00,98.91,98.91
2021/2/26 4:00,98.91,98.91
2021/2/26 5:00,105.21,105.21
2021/2/26 6:00,143.64,143.64
2021/2/26 7:00,207.9,207.9
2021/2/26 8:00,240.03,240.03
2021/2/26 9:00,246.33,246.33
2021/2/26 10:00,221.13,221.13
2021/2/26 11:00,195.93,195.93
2021/2/26 12:00,214.83,214.83
2021/2/26 13:00,214.83,214.83
2021/2/26 14:00,195.93,195.93
2021/2/26 15:00,195.3,195.3
2021/2/26 16:00,201.6,201.6
2021/2/26 17:00,208.53,208.53
2021/2/26 18:00,234.36,234.36
2021/2/26 19:00,341.46,341.46
2021/2/26 20:00,345.87,345.87
2021/2/26 21:00,320.67,320.67
2021/2/26 22:00,275.94,275.94
2021/2/26 23:00,200.34,200.34
2021/2/27 0:00,120.06,120.06
2021/2/27 1:00,102.66,102.66
2021/2/27 2:00,85.26,85.26
2021/2/27 3:00,91.06,91.06
2021/2/27 4:00,91.06,91.06
2021/2/27 5:00,96.86,96.86
2021/2/27 6:00,132.24,132.24
2021/2/27 7:00,191.4,191.4
2021/2/27 8:00,220.98,220.98
2021/2/27 9:00,226.78,226.78
2021/2/27 10:00,203.58,203.58
2021/2/27 11:00,180.38,180.38
2021/2/27 12:00,197.78,197.78
2021/2/27 13:00,197.78,197.78
2021/2/27 14:00,180.38,180.38
2021/2/27 15:00,179.8,179.8
2021/2/27 16:00,185.6,185.6
2021/2/27 17:00,191.98,191.98
2021/2/27 18:00,215.76,215.76
2021/2/27 19:00,314.36,314.36
2021/2/27 20:00,318.42,318.42
2021/2/27 21:00,295.22,295.22
2021/2/27 22:00,254.04,254.04
2021/2/27 23:00,184.44,184.44
2021/2/28 0:00,165.6,165.6
2021/2/28 1:00,141.6,141.6
2021/2/28 2:00,117.6,117.6
2021/2/28 3:00,125.6,125.6
2021/2/28 4:00,125.6,125.6
2021/2/28 5:00,133.6,133.6
2021/2/28 6:00,182.4,182.4
2021/2/28 7:00,264,264
2021/2/28 8:00,304.8,304.8
2021/2/28 9:00,312.8,312.8
2021/2/28 10:00,280.8,280.8
2021/2/28 11:00,248.8,248.8
2021/2/28 12:00,272.8,272.8
2021/2/28 13:00,272.8,272.8
2021/2/28 14:00,248.8,248.8
2021/2/28 15:00,248,248
2021/2/28 16:00,256,256
2021/2/28 17:00,264.8,264.8
2021/2/28 18:00,297.6,297.6
2021/2/28 19:00,433.6,433.6
2021/2/28 20:00,439.2,439.2
2021/2/28 21:00,407.2,407.2
2021/2/28 22:00,350.4,350.4
2021/2/28 23:00,254.4,254.4
2021/3/1 0:00,140.76,140.76
2021/3/1 1:00,120.36,120.36
2021/3/1 2:00,99.96,99.96
2021/3/1 3:00,106.76,106.76
2021/3/1 4:00,106.76,106.76
2021/3/1 5:00,113.56,113.56
2021/3/1 6:00,155.04,155.04
2021/3/1 7:00,224.4,224.4
2021/3/1 8:00,259.08,259.08
2021/3/1 9:00,265.88,265.88
2021/3/1 10:00,238.68,238.68
2021/3/1 11:00,211.48,211.48
2021/3/1 12:00,231.88,231.88
2021/3/1 13:00,231.88,231.88
2021/3/1 14:00,211.48,211.48
2021/3/1 15:00,210.8,210.8
2021/3/1 16:00,217.6,217.6
2021/3/1 17:00,225.08,225.08
2021/3/1 18:00,252.96,252.96
2021/3/1 19:00,368.56,368.56
2021/3/1 20:00,373.32,373.32
2021/3/1 21:00,346.12,346.12
2021/3/1 22:00,297.84,297.84
2021/3/1 23:00,216.24,216.24
2021/3/2 0:00,136.62,136.62
2021/3/2 1:00,116.82,116.82
2021/3/2 2:00,97.02,97.02
2021/3/2 3:00,103.62,103.62
2021/3/2 4:00,103.62,103.62
2021/3/2 5:00,110.22,110.22
2021/3/2 6:00,150.48,150.48
2021/3/2 7:00,217.8,217.8
2021/3/2 8:00,251.46,251.46
2021/3/2 9:00,258.06,258.06
2021/3/2 10:00,231.66,231.66
2021/3/2 11:00,205.26,205.26
2021/3/2 12:00,225.06,225.06
2021/3/2 13:00,225.06,225.06
2021/3/2 14:00,205.26,205.26
2021/3/2 15:00,204.6,204.6
2021/3/2 16:00,211.2,211.2
2021/3/2 17:00,218.46,218.46
2021/3/2 18:00,245.52,245.52
2021/3/2 19:00,357.72,357.72
2021/3/2 20:00,362.34,362.34
2021/3/2 21:00,335.94,335.94
2021/3/2 22:00,289.08,289.08
2021/3/2 23:00,209.88,209.88
2021/3/3 0:00,130.41,130.41
2021/3/3 1:00,111.51,111.51
2021/3/3 2:00,92.61,92.61
2021/3/3 3:00,98.91,98.91
2021/3/3 4:00,98.91,98.91
2021/3/3 5:00,105.21,105.21
2021/3/3 6:00,143.64,143.64
2021/3/3 7:00,207.9,207.9
2021/3/3 8:00,240.03,240.03
2021/3/3 9:00,246.33,246.33
2021/3/3 10:00,221.13,221.13
2021/3/3 11:00,195.93,195.93
2021/3/3 12:00,214.83,214.83
2021/3/3 13:00,214.83,214.83
2021/3/3 14:00,195.93,195.93
2021/3/3 15:00,195.3,195.3
2021/3/3 16:00,201.6,201.6
2021/3/3 17:00,208.53,208.53
2021/3/3 18:00,234.36,234.36
2021/3/3 19:00,341.46,341.46
2021/3/3 20:00,345.87,345.87
2021/3/3 21:00,320.67,320.67
2021/3/3 22:00,275.94,275.94
2021/3/3 23:00,200.34,200.34
2021/3/4 0:00,120.06,120.06
2021/3/4 1:00,102.66,102.66
2021/3/4 2:00,85.26,85.26
2021/3/4 3:00,91.06,91.06
2021/3/4 4:00,91.06,91.06
2021/3/4 5:00,96.86,96.86
2021/3/4 6:00,132.24,132.24
2021/3/4 7:00,191.4,191.4
2021/3/4 8:00,220.98,220.98
2021/3/4 9:00,226.78,226.78
2021/3/4 10:00,203.58,203.58
2021/3/4 11:00,180.38,180.38
2021/3/4 12:00,197.78,197.78
2021/3/4 13:00,197.78,197.78
2021/3/4 14:00,180.38,180.38
2021/3/4 15:00,179.8,179.8
2021/3/4 16:00,185.6,185.6
2021/3/4 17:00,191.98,191.98
2021/3/4 18:00,215.76,215.76
2021/3/4 19:00,314.36,314.36
2021/3/4 20:00,318.42,318.42
2021/3/4 21:00,295.22,295.22
2021/3/4 22:00,254.04,254.04
2021/3/4 23:00,184.44,184.44
2021/3/5 0:00,165.6,165.6
2021/3/5 1:00,141.6,141.6
2021/3/5 2:00,117.6,117.6
2021/3/5 3:00,125.6,125.6
2021/3/5 4:00,125.6,125.6
2021/3/5 5:00,133.6,133.6
2021/3/5 6:00,182.4,182.4
2021/3/5 7:00,264,264
2021/3/5 8:00,304.8,304.8
2021/3/5 9:00,312.8,312.8
2021/3/5 10:00,280.8,280.8
2021/3/5 11:00,248.8,248.8
2021/3/5 12:00,272.8,272.8
2021/3/5 13:00,272.8,272.8
2021/3/5 14:00,248.8,248.8
2021/3/5 15:00,248,248
2021/3/5 16:00,256,256
2021/3/5 17:00,264.8,264.8
2021/3/5 18:00,297.6,297.6
2021/3/5 19:00,433.6,433.6
2021/3/5 20:00,439.2,439.2
2021/3/5 21:00,407.2,407.2
2021/3/5 22:00,350.4,350.4
2021/3/5 23:00,254.4,254.4
2021/3/6 0:00,140.76,140.76
2021/3/6 1:00,120.36,120.36
2021/3/6 2:00,99.96,99.96
2021/3/6 3:00,106.76,106.76
2021/3/6 4:00,106.76,106.76
2021/3/6 5:00,113.56,113.56
2021/3/6 6:00,155.04,155.04
2021/3/6 7:00,224.4,224.4
2021/3/6 8:00,259.08,259.08
2021/3/6 9:00,265.88,265.88
2021/3/6 10:00,238.68,238.68
2021/3/6 11:00,211.48,211.48
2021/3/6 12:00,231.88,231.88
